videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620097982969266962,1774192328,2026-03-22T15:12:08.000Z,Kepala keras sekali,363,False,False,,25.0,7290098237809345537,user4401039229213,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fd447206&x-expires=1774429200&x-signature=YRTKwNUURw%2ByfYjJCQun4SRR4qE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620082012879160071,1774188692,2026-03-22T14:11:32.000Z,"Proyeknya beliau, tidak mungkin beliau menghentikan MBG😅",1001,False,False,,29.0,7552430766997128210,user3436883098108,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fd447206&x-expires=1774429200&x-signature=YRTKwNUURw%2ByfYjJCQun4SRR4qE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620634247766786824,1774317194,2026-03-24T01:53:14.000Z,"dan anehnya kita yg minta MBG distop malah dicap negatif, padahal membantu pemerintah yg sedang efisiensi",4,False,False,,0.0,6796478012344042497,herur.m,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/515920743d2c8218d34a3071f970236e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e40823da&x-expires=1774429200&x-signature=0jXgkTuoTbfSGTQ5QRl4DCJtFVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620068893922984712,1774185554,2026-03-22T13:19:14.000Z,"hentikan aj pak
mending dialihkan ke program beasiswa kuliah gratis 🙏",1886,False,False,,63.0,7049782140283798530,mas_juna_r,https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7f529031&x-expires=1774429200&x-signature=FZ3z2igPzFgoLu3NvuwNKEj4Sio%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620079676837561105,1774188073,2026-03-22T14:01:13.000Z,"Susah sekali bapak Presiden ini di kritiknya, padahal banyak sekali masyarakat dan tokoh nasional minta di hentikan program MBG nya tuuk di evaluasi",2375,False,False,,20.0,7533173288471987206,lukmanlawyer16,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/189c73f4cf5ced9ac55990d86ad862ad~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=646c3f0c&x-expires=1774429200&x-signature=PwElbANXgKk95QT65nSDqbUS0NA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620093571433267975,1774191297,2026-03-22T14:54:57.000Z,cukup satu periode,791,False,False,,55.0,227857987975995392,tursiahhidayat,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7963fd1ba5e6d6746e5856b10440f706~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=82de46df&x-expires=1774429200&x-signature=AVP6CJDgKE4Y79eYidm%2BSAwZMfk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620209611766055681,1774218343,2026-03-22T22:25:43.000Z,siapa yg setuju MBG distop?,2696,False,False,,20.0,7569246792630584337,hijaber.official4,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/122c175c13be4404d6d16383c00634f3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3c2e7b1f&x-expires=1774429200&x-signature=2EORHCtm8QZeqJrC3RYTYDfxxxs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620694561186743061,1774331233,2026-03-24T05:47:13.000Z,"Entah apa guna MBG, gak mendesak sama sekali",2,False,False,,1.0,6973457293497156610,_vjgirsang,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7325372678993346568~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cd6e64d1&x-expires=1774429200&x-signature=e%2B2%2BXEbm9v8Q6MDc1SCliw27y7s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620252155752497941,1774228234,2026-03-23T01:10:34.000Z,MBG itu program bancakan utk 2029 jd jgn harap mau di stop.,62,False,False,,3.0,7024395058946311170,mursalimkadir,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/1b904ed859c500c3e10139ad21536e40~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b12084f&x-expires=1774429200&x-signature=wEJqgdJwNuxQie2AQAgNltqKewk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620248610945205009,1774227414,2026-03-23T00:56:54.000Z,di pikir mbg tdk ada yg korupsi,540,False,False,,13.0,7230240458164913157,mungka_singkong_1,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e7c1f38297beef1609980315fc8a223b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=826000d6&x-expires=1774429200&x-signature=tKdTZN7KvDXVLVAhEYCc39lwnsI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
