videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620209611766055681,1774218343,2026-03-22T22:25:43.000Z,siapa yg setuju MBG distop?,3942,False,False,,69.0,7569246792630584337,dailystyle27,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bc32d28364541d7ec60029c66957b083~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3a6afc96&x-expires=1781708400&x-signature=qBhuRgDkyXqGk6Fs%2BDbt8ISLhBU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620079676837561105,1774188073,2026-03-22T14:01:13.000Z,"Susah sekali bapak Presiden ini di kritiknya, padahal banyak sekali masyarakat dan tokoh nasional minta di hentikan program MBG nya tuuk di evaluasi",2816,False,False,,68.0,7533173288471987206,lukmanlawyer16,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/189c73f4cf5ced9ac55990d86ad862ad~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9c367e45&x-expires=1781708400&x-signature=d5NBoo9F4tt70HGXu%2FuxTZUekWM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620068893922984712,1774185554,2026-03-22T13:19:14.000Z,"hentikan aj pak mending dialihkan ke program beasiswa kuliah gratis 🙏",1999,False,False,,60.0,7049782140283798530,mas_juna_r,https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c2faa35e&x-expires=1781708400&x-signature=26WhHsjB55EOY%2Fp7nU05Gf1dnAE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620097982969266962,1774192328,2026-03-22T15:12:08.000Z,Kepala keras sekali,421,False,False,,29.0,7290098237809345537,user4401039229213,https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c2faa35e&x-expires=1781708400&x-signature=26WhHsjB55EOY%2Fp7nU05Gf1dnAE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620093571433267975,1774191297,2026-03-22T14:54:57.000Z,cukup satu periode,1022,False,False,,56.0,227857987975995392,tursiahhidayat,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7963fd1ba5e6d6746e5856b10440f706~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e7a6819f&x-expires=1781708400&x-signature=gvxRxAb05R5vpgAGnDcht4SV6o8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620248610945205009,1774227414,2026-03-23T00:56:54.000Z,di pikir mbg tdk ada yg korupsi,712,False,False,,22.0,7230240458164913157,mungka_singkong_1,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e7c1f38297beef1609980315fc8a223b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1829990c&x-expires=1781708400&x-signature=yCYp%2BAI8NmghiLIfNNcrPCL2YeE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620091416441963271,1774190796,2026-03-22T14:46:36.000Z,lebih baik pendidikan dan kesehatan gratis .,313,False,False,,18.0,7567420309142389776,peternakstresss2,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4249dacf0c01dd0e979cd6165b2a2f41~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=516cb5d8&x-expires=1781708400&x-signature=bpL%2B1tVB1AYLRhWrXfeMDL1ohNA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620073736716305173,1774186682,2026-03-22T13:38:02.000Z,egois,346,False,False,,9.0,7438481939973588024,yuanita536,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9208dd69080cd00ca65f057a7ca6bc37~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9e6f6e9a&x-expires=1781708400&x-signature=fupNa7%2FVnoA2RiSifeHalCwbZyg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620425691980563220,1774268627,2026-03-23T12:23:47.000Z,"Apa bapak yakin, klw MBG bukan korupsi yg terstruktur?",113,False,False,,7.0,6560638966047408130,sahrizon,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c8af7c29e94d80376c2982d7ff884e97~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6d5a3d10&x-expires=1781708400&x-signature=fH0pt3Rz0BLmOGNrk0MiTBEIozA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
https://www.tiktok.com/@suaradotcom/video/7620063435551788304,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,https://www.tiktok.com/@suaradotcom/video/7620063435551788304?is_from_webapp=1&sender_device=pc&web_id=7607072056891491858,7620090890132685584,1774190681,2026-03-22T14:44:41.000Z,"klo kamu tulus bantu rakyat,, pendidikan gratis,,",182,False,False,,12.0,7033702328226481178,efrizalrizal478,https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7141408042214588442~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=35dd41ec&x-expires=1781708400&x-signature=RPCtZtUssj7nZlwCX6JkT7O9wVk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,[],[]
